date;data_mean_global;data_mean_nh;data_mean_sh
1801-1-15;281.56558184016;282.249859842514;280.881303837807
1801-2-15;281.952387278677;282.909797431246;280.994977126108
1801-3-15;282.298039808383;283.556065240885;281.04001437588
1801-4-15;282.54238713318;284.094474435139;280.99029983122
1801-5-15;282.490483020255;284.002638343789;280.97832769672
1801-6-15;281.762600916393;282.493120847346;281.032080985439
1801-7-15;280.127685766843;279.216722589008;281.038648944678
1801-8-15;278.529819090072;276.160907971623;280.89873020852
1801-9-15;278.494602732874;276.263318410395;280.725887055352
1801-10-15;279.535692846302;278.376737447389;280.694648245215
1801-11-15;280.54404216961;280.259789074059;280.828295265162
1801-12-15;281.184676661607;281.50604706351;280.863306259704
1802-1-15;281.64809567888;282.332515994734;280.963675363025
1802-2-15;282.033764860267;282.991317326337;281.076212394197
1802-3-15;282.378075689838;283.636243435842;281.119907943834
1802-4-15;282.620922250159;284.173151865619;281.068692634698
1802-5-15;282.567426057619;284.079723694655;281.055128420583
1802-6-15;281.837928377871;282.568590622325;281.107266133416
1802-7-15;280.201441975038;279.290621110704;281.112262839371
1802-8-15;278.602116186456;276.233347381509;280.970884991403
1802-9-15;278.565620677793;276.334478668816;280.79676268677
1802-10-15;279.605679418972;278.446866333561;280.764492504384
1802-11-15;280.613312968119;280.329202186068;280.897423750169
1802-12-15;281.253615102912;281.575127818316;280.932102387508
1803-1-15;281.717152998811;282.401715628167;281.032590369455
1803-2-15;282.103460113525;283.061154893096;281.145765333954
1803-3-15;282.448981985363;283.707292044868;281.190671925858
1803-4-15;282.693552409533;284.245924338495;281.141180480571
1803-5-15;282.642175236148;284.154615186685;281.129735285611
1803-6-15;281.915073597249;282.645878155205;281.184269039293
1803-7-15;280.281142123345;279.370463572512;281.191820674177
1803-8-15;278.684412018157;276.315785526711;281.053038509603
1803-9-15;278.650434813739;276.419435118263;280.881434509215
1803-10-15;279.692816346401;278.534145574491;280.851487118312
1803-11-15;280.702459040655;280.418490572105;280.986427509204
1803-12-15;281.344338540566;281.665993569472;281.02268351166
1804-1-15;281.80890388798;282.493608830837;281.124198945123
1804-2-15;282.19557040699;283.153407500063;281.237733313917
1804-3-15;282.540679072312;283.799131445319;281.282226699306
1804-4-15;282.784108250953;284.336622493416;281.23159400849
1804-5-15;282.730999883421;284.243582147459;281.218417619383
1804-6-15;282.001716710378;282.732663581835;281.270769838921
1804-7-15;280.365292970953;279.454756733622;281.275829208284
1804-8-15;278.765899477489;276.397415299545;281.134383655434
1804-9-15;278.729227370663;276.498369988689;280.960084752638
1804-10-15;279.769022095403;278.610493636995;280.927550553812
1804-11-15;280.776325684845;280.492499529797;281.060151839893
1804-12-15;281.416253391673;281.73805073408;281.094456049266
1805-1-15;281.879393866355;282.564241122713;281.194546609997
1805-2-15;282.265302041606;283.22328144818;281.307322635032
1805-3-15;282.61044884164;283.869043528148;281.351854155133
1805-4-15;282.854695952125;284.40735250809;281.302039396161
1805-5-15;282.803053126245;284.315777703785;281.290328548706
1805-6-15;282.075747678774;282.806836863733;281.344658493816
1805-7-15;280.441678422952;279.531284499122;281.352072346782
1805-8-15;278.844880745232;276.476538880789;281.213222609676
1805-9-15;278.810910360401;276.580195291928;281.041625428874
1805-10-15;279.8533772875;278.694991142592;281.011763432407
1805-11-15;280.863188133772;280.579504292225;281.146871975319
1805-12-15;281.505322726015;281.827262381923;281.183383070107
1806-1-15;281.970234288807;282.655223858667;281.285244718947
1806-2-15;282.357342328974;283.31546404905;281.399220608899
1806-3-15;282.702988008975;283.961725008984;281.444251008966
1806-4-15;282.947029486622;284.499828356088;281.394230617157
1806-5-15;282.894598791643;284.407465682684;281.381731900603
1806-6-15;282.166051093219;282.897282591679;281.43481959476
1806-7-15;280.530413058997;279.620161448668;281.440664669326
1806-8-15;278.931847929837;276.563648378896;281.300047480779
1806-9-15;278.896039274931;276.665466519959;281.126612029903
1806-10-15;279.936724967728;278.778481136321;281.094968799134
1806-11-15;280.944939469876;280.661397941831;281.228480997921
1806-12-15;281.585790462581;281.907872431991;281.263708493172
1807-1-15;282.049859024827;282.734990908188;281.364727141466
1807-2-15;282.436692517848;283.394956551424;281.478428484271
1807-3-15;282.782756776629;284.041636090139;281.523877463118
1807-4-15;283.027919521932;284.580860704899;281.474978338966
1807-5-15;282.977175246092;284.490184450634;281.46416604155
1807-6-15;282.250731795218;282.98210560718;281.519357983257
1807-7-15;280.617468513894;279.707359217067;281.527577810722
1807-8-15;279.02140131991;276.653344082469;281.38945855735
1807-9-15;278.988066459392;276.757636017922;281.218496900863
1807-10-15;280.031054482722;278.872952964817;281.189156000627
1807-11-15;281.041252528481;280.757853313937;281.324651743025
1807-12-15;281.683620954806;282.005845237717;281.361396671896
1808-1-15;282.148593517616;282.833867714479;281.463319320754
1808-2-15;282.535570255076;283.493976602153;281.577163907998
1808-3-15;282.880871437701;284.139893064712;281.621849810689
1808-4-15;283.124333184523;284.677416680991;281.571249688054
1808-5-15;283.071103643821;284.584255161864;281.557952125777
1808-6-15;282.341561604735;283.073077730198;281.610045479273
1808-7-15;280.704757354877;279.794790371551;281.614724338203
1808-8-15;279.104877755067;276.736962831127;281.472792679006
1808-9-15;279.067629994458;276.837341866488;281.297918122427
1808-10-15;280.106775566461;278.948816362057;281.264734770865
1808-11-15;281.113372552685;280.830115651642;281.396629453728
1808-12-15;281.7525522543;282.074918850712;281.430185657888
1809-1-15;282.214919370249;282.900335880612;281.529502859885
1809-2-15;282.600044881726;283.558593542305;281.641496221147
1809-3-15;282.944419266837;284.20358320735;281.685255326324
1809-4-15;283.187949805553;284.741175615522;281.634723995583
1809-5-15;283.135652737721;284.648946569265;281.622358906176
1809-6-15;282.407749632751;283.139408071714;281.676091193787
1809-7-15;280.773133558521;279.863308888697;281.682958228346
1809-8-15;279.175834156125;276.808061545687;281.543606766563
1809-9-15;279.141401394984;276.911255580516;281.371547209452
1809-10-15;280.183439548778;279.025622657875;281.341256439681
1809-11-15;281.192849479389;280.909734891848;281.475964066931
1809-12-15;281.834605268253;282.157114178166;281.51209635834
1810-1-15;282.299154394584;282.984713218448;281.613595570719
1810-2-15;282.685910619847;283.644601593927;281.727219645767
1810-3-15;283.03120737491;284.290513628924;281.771901120896
1810-4-15;283.274863370355;284.828231493826;281.721495246884
1810-5-15;283.221985266718;284.735421411764;281.708549121672
1810-6-15;282.49291440335;283.224715155815;281.761113650885
1810-7-15;280.856663618072;279.946981261748;281.766345974395
1810-8-15;279.257382321915;276.889752024978;281.625012618852
1810-9-15;279.220740254245;276.990736753278;281.450743755212
1810-10-15;280.260461458683;279.102786881282;281.418136036084
1810-11-15;281.267566567052;280.984594293011;281.550538841092
1810-12-15;281.907149430727;282.229800654141;281.584498207312
1811-1-15;282.369777298866;283.055478436232;281.6840761615
1811-2-15;282.754983702874;283.713816990456;281.796150415292
1811-3-15;283.099221828564;284.358670396079;281.839773261049
1811-4-15;283.342389203339;284.895899640311;281.788878766367
1811-5-15;283.289532072975;284.803110531522;281.775953614428
1811-6-15;282.560901282121;283.292844348087;281.828958216155
1811-7-15;280.925419173897;280.015879131074;281.834959216719
1811-8-15;279.327144664633;276.959656681198;281.694632648069
1811-9-15;279.291656998993;277.061795811527;281.521518186458
1811-10-15;280.332589725897;279.175057461997;281.490121989797
1811-11-15;281.340872982468;281.058043021929;281.623702943007
1811-12-15;281.981510125379;282.304303662295;281.658716588463
1812-1-15;282.444977909087;283.130821359954;281.75913445822
1812-2-15;282.830719370296;283.789694971379;281.871743769213
1812-3-15;283.175097200117;284.434688081134;281.915506319101
1812-4-15;283.417944121622;284.971596872095;281.864291371149
1812-5-15;283.364357714313;284.878078486362;281.850636942265
1812-6-15;282.634673527067;283.366758906535;281.9025881476
1812-7-15;280.99789861784;280.088500888519;281.907296347161
1812-8-15;279.3981766178;277.030830947866;281.765522287734
1812-9-15;279.361171486447;277.131452612483;281.590890360411
1812-10-15;280.400601487537;279.243211537138;281.557991437935
1812-11-15;281.407481473027;281.124793825989;281.690169120064
1812-12-15;282.046899514429;282.369835364846;281.723963664012
1813-1-15;282.509417081037;283.195402845406;281.823431316669
1813-2-15;282.894561924389;283.853679838974;281.935444009805
1813-3-15;283.238781450433;284.498514644951;281.979048255915
1813-4-15;283.481974087219;285.035769151194;281.928179023245
1813-5-15;283.429188716359;284.943051801909;281.91532563081
1813-6-15;282.700668948524;283.432896641493;281.968441255555
1813-7-15;281.065329800654;280.156074384834;281.974585216474
1813-8-15;279.467222862897;277.100019506464;281.83442621933
1813-9-15;279.43192005374;277.202343493277;281.661496614203
1813-10-15;280.47304759592;279.315799959022;281.630295232817
1813-11-15;281.481528300377;281.19898296684;281.764073633913
1813-12-15;282.122358197608;282.445436361527;281.79928003369
1814-1-15;282.586006715886;283.272134793756;281.899878638016
1814-2-15;282.971909565737;283.931169793823;282.012649337652
1814-3-15;283.316422112089;284.576297620109;282.05654660407
1814-4-15;283.559364696507;285.113302073983;282.005427319031
1814-5-15;283.505818883549;285.0198242826;281.991813484499
1814-6-15;282.776114506264;283.508484512734;282.043744499794
1814-7-15;281.139253188982;280.230140086664;282.048366291301
1814-8-15;279.539373129243;277.172312086312;281.906434172175
1814-9-15;279.502132852922;277.272698605961;281.731567099884
1814-10-15;280.54124519015;279.384139866753;281.698350513546
1814-11-15;281.547719559257;281.265316539222;281.830122579292
1814-12-15;282.186638598131;282.509859075551;281.863418120712
1815-1-15;282.648558342437;283.334828733808;281.962287951066
1815-2-15;283.033001110091;283.992403651677;282.073598568504
1815-3-15;283.376408873411;284.636426694932;282.116391051891
1815-4-15;283.618680456358;285.172760147336;282.064600765381
1815-5-15;283.564890282271;285.079037994823;282.050742569718
1815-6-15;282.835309064163;283.567821384135;282.102796744192
1815-7-15;281.198878533536;280.289907744719;282.107849322353
1815-8-15;279.599676995102;277.232758265671;281.966595724532
1815-9-15;279.563303081907;277.334011148446;281.792595015367
1815-10-15;280.60340973125;279.446446721355;281.760372741145
1815-11-15;281.610946468635;281.328685762101;281.893207175169
1815-12-15;282.250936039121;282.574298830041;281.9275732482
1816-1-15;282.713874585542;283.400287290415;282.02746188067
1816-2-15;283.099224532986;284.058769388074;282.139679677898
1816-3-15;283.443367960943;284.703528095964;282.183207825921
1816-4-15;283.686147390248;285.240369394727;282.13192538577
1816-5-15;283.632633459554;285.146923485607;282.1183434335
1816-6-15;282.903133424977;283.635788058449;282.170478791504
1816-7-15;281.266626629823;280.357798154507;282.175455105139
1816-8-15;279.667228990608;277.300452574679;282.034005406537
1816-9-15;279.630576752181;277.401427132221;281.85972637214
1816-10-15;280.670360463645;279.513539767251;281.827181160039
1816-11-15;281.677567262307;281.395448869275;281.95968565534
1816-12-15;282.317257505029;282.640762609451;281.993752400607
1817-1-15;282.779964946449;283.466519964822;282.093409928075
1817-2-15;283.165189623457;284.124876792046;282.205502454868
1817-3-15;283.509351227348;284.769653675871;282.249048778825
1817-4-15;283.752328369877;285.306692687856;282.197964051897
1817-5-15;283.69919422381;285.213626563365;282.184761884255
1817-6-15;282.970225331093;283.703022278066;282.237428384119
1817-7-15;281.334368861942;280.425682700128;282.243055023757
1817-8-15;279.73570855979;277.369074457362;282.102342662218
1817-9-15;279.699848496395;277.470841189937;281.928855802853
1817-10-15;280.740447047778;279.583768664886;281.897125430671
1817-11-15;281.748459178158;281.466483098627;282.03043525769
1817-12-15;282.38891307131;282.712560489233;282.065265653386
1818-1-15;282.852310308787;283.539007640662;282.165612976912
1818-2-15;283.238118754391;284.197948236481;282.278289272301
1818-3-15;283.582725926333;284.843170688357;282.322281164309
1818-4-15;283.825978989258;285.380485620739;282.271472357777
